video_name,xmin,xmax,clr_score,reg_score,label
v_QCeGGnd4QB0,0.1,0.95,0.57920754,0.6369070410728455,Playing badminton
v_RIr3Y2XS5NA,0.0,0.99,0.6051878,0.7838572263717651,Rafting
v_v621l04N1QQ,0.0,0.99,0.08768239,0.0069759083,Rafting
v_BSKolF3MMe4,0.0,0.99,0.17952806,0.04604213,Mowing the lawn
v_xMuC8lmVX3A,0.0,0.99,0.58096486,0.01962283067405224,Walking the dog
v_wtoKUYBw9f4,0.0,0.99,0.4111312,0.4585387,High jump
v_BSKolF3MMe4,0.16,0.77,0.07808643,0.019202365,Mowing the lawn
v_D-wP7_1A_Kw,0.0,0.99,0.07678875,0.004565862,Cricket
v_AGjhryYGVs4,0.0,0.99,0.5542995,0.73476565,Rafting
v_-WrOnvkUTXg,0.0,0.99,0.035545483,0.0030486542,Croquet
v_PEpfA3L4m20,0.0,0.99,0.0097491015,0.00038480866,Blowing leaves
v_Qci4EFEIZuo,0.0,0.99,0.085735306,0.018055577,Croquet
v_QCeGGnd4QB0,0.1,0.91,0.5682791,0.6254221200942993,Playing badminton
v_O_e0pqEMZMw,0.0,0.99,0.5032429,0.01962066814303398,Walking the dog
v_BSKolF3MMe4,0.0,0.99,0.18754548,0.07052259,Mowing the lawn
v_MXDeLfF5rok,0.05,0.77,0.6727463,0.25870785117149353,Rafting
v_N-LaOcSqZaM,0.09,0.97,0.58875394,0.37211665511131287,Cricket
v__ZiTTLhXjZQ,0.25,0.56,0.55660725,0.4991201162338257,Cricket
v_Auy0KGsXAIg,0.0,0.99,0.5388863,0.01962389424443245,Mowing the lawn
v_naCGjbEz1T8,0.05,0.98,0.611124,0.38128307461738586,Having an ice cream
v_BrgYIg6UXhU,0.0,0.99,0.05773464,0.006808942,Mowing the lawn
v_RIr3Y2XS5NA,0.05,0.87,0.5713967,0.7838572263717651,Rafting
v_z-iuSgXKUcw,0.25,0.84,0.5843744,0.5938993692398071,Playing violin
v_D-wP7_1A_Kw,0.0,0.99,0.07564291,0.0037814956,Cricket
v_Yi3xUQcaOnE,0.03,0.98,0.64791965,0.42492401599884033,Rafting
v__ZiTTLhXjZQ,0.0,0.99,0.57845384,0.4991201162338257,Cricket
v_y2jDV7tFUXg,0.11,0.91,0.5292056,0.6744785308837891,Rafting
v_JMpwIWxoB5s,0.0,0.99,0.5777896,0.06709453463554382,Making a lemonade
v_Z47QGlaQ1NE,0.11,0.97,0.586366,0.821453869342804,High jump
v_Zc8zn0sKfwo,0.0,0.99,0.5924791,0.2739618122577667,Preparing pasta
v_K2Pws9z20Do,0.0,0.99,0.14882708,0.035846207,Breakdancing
v_re4vD9S8ThA,0.0,0.99,0.5400945,0.26144230365753174,Using the monkey bar
v_tjEMbP2SODQ,0.0,0.99,0.04323538,0.0051967287,Playing badminton
v_00KMCm2oGhk,0.57,0.96,0.6004142,0.3515952229499817,Using the monkey bar
v_CSruNOwxCRY,0.11,0.97,0.5733873,0.2518177032470703,Croquet
v_MXDeLfF5rok,0.05,0.75,0.56490695,0.22048944234848022,Rafting
v_Yd3G3732WbI,0.0,0.99,0.5360656,0.01962064765393734,Wrapping presents
v_fvroOk6TpKk,0.0,0.99,0.5616384,0.10869542509317398,High jump
v_gd7SO0TQ-sY,0.0,0.99,0.5525044,0.39286869764328003,Rafting
v_zwFxq1MnaO0,0.05,0.86,0.53787416,0.6423729658126831,Zumba
v_CRDBKk44RWg,0.09,0.98,0.603385,0.29273542761802673,Playing beach volleyball
v_JhihdPxI_Xc,0.0,0.99,0.064183794,0.0054511693,Using the monkey bar
v_ROMy00dG8Ds,0.0,0.99,0.028630193,0.0013406675,Walking the dog
v_sY31L_r7dsk,0.0,0.99,0.04769522,0.003139698,Preparing pasta
v_Zc8zn0sKfwo,0.0,0.99,0.15830764,0.052400943,Preparing pasta
v_rwxSphRRIL8,0.0,0.99,0.010032285,0.00038468494,Preparing salad
v_Yd3G3732WbI,0.0,0.99,0.009464327,0.00038463404,Wrapping presents
v_xunKd050v7U,0.0,0.99,0.43789366,0.01962164416909218,Walking the dog
v_IxaoK4TbALQ,0.0,0.99,0.007988708,0.00038494632,Grooming horse
v_N-LaOcSqZaM,0.09,0.97,0.55542004,0.37211665511131287,Cricket
v_RTM6iJxc-G0,0.0,0.99,0.58316576,0.1409701704978943,Croquet
v_Z47QGlaQ1NE,0.0,0.99,0.5609218,0.821453869342804,High jump
v_MOvLBw1EzmI,0.0,0.99,0.5771464,0.4983847141265869,Mowing the lawn
v_fd7VuzALBCM,0.02,0.98,0.31513578,0.0837232,Mowing the lawn
v_xKLnBh0zmL4,0.1,0.89,0.54409915,0.7652837634086609,Using parallel bars
v_zwFxq1MnaO0,0.0,0.99,0.42773923,0.35918272,Zumba
v_CTWo9EfQ4Hc,0.05,0.97,0.5490437,0.5315513014793396,High jump
v_9gU5be5YCVw,0.05,0.97,0.5517537,0.6810128688812256,Using parallel bars
v_naCGjbEz1T8,0.0,0.99,0.22384366,0.14537679,Having an ice cream
v_x2xC5lm0cZw,0.0,0.99,0.018818045,0.000784871,Mowing the lawn
v_KbbEbeCJTJg,0.0,0.99,0.01095296,0.0003846643,Cricket
v_Zr8cz8QrBp4,0.0,0.99,0.010251842,0.00038481707,Croquet
v_vXcfhKnUjRc,0.0,0.99,0.5085476,0.019625291228294373,Zumba
v_SL7iKDqir6g,0.0,0.99,0.14618342,0.018105675,Preparing pasta
v_UHNUmpx0nww,0.0,0.99,0.5355532,0.06832566112279892,High jump
v_KbbEbeCJTJg,0.0,0.99,0.009930663,0.0003846643,Cricket
v_EYIYohKR0Qo,0.0,0.99,0.595246,0.11195772141218185,Playing badminton
v_JhihdPxI_Xc,0.0,0.99,0.5743825,0.10954952239990234,Using the monkey bar
v_lPCl1ZYH2xI,0.36,0.93,0.5495728,0.4261328876018524,Mowing the lawn
v_K2Pws9z20Do,0.05,0.73,0.56649715,0.2388271540403366,Breakdancing
v_QMm6gYzsMw8,0.0,0.99,0.61922807,0.33385223150253296,Zumba
v_lPCl1ZYH2xI,0.0,0.99,0.234359,0.15239641,Mowing the lawn
v_6J0IdWi4O0Q,0.56,0.79,0.64493805,0.2600780129432678,Croquet
v_tjEMbP2SODQ,0.0,0.99,0.5743219,0.0720883384346962,Playing badminton
v_QCeGGnd4QB0,0.0,0.99,0.3455864,0.4056506,Playing badminton
v_D-wP7_1A_Kw,0.26,0.36,0.59615034,0.12830697000026703,Cricket
v_QCeGGnd4QB0,0.0,0.99,0.36194095,0.32453084,Playing badminton
v_-WrOnvkUTXg,0.0,0.99,0.58517283,0.05687148496508598,Croquet
v_CRDBKk44RWg,0.1,0.97,0.5898766,0.29273542761802673,Playing beach volleyball
v_kHBTnFweJfw,0.0,0.99,0.119681306,0.008475046,Croquet
v_dJknA-jTNGc,0.0,0.99,0.55400383,0.6605298,Rafting
v_O_e0pqEMZMw,0.0,0.99,0.48516804,0.01962066814303398,Walking the dog
v_N-LaOcSqZaM,0.0,0.99,0.5312885,0.37211665511131287,Cricket
v_lPCl1ZYH2xI,0.05,0.98,0.56070846,0.4261328876018524,Mowing the lawn
v_00KMCm2oGhk,0.2,0.97,0.53740144,0.3515952229499817,Using the monkey bar
v_sy-xNiKnfBU,0.0,0.99,0.5839319,0.74728924036026,Waterskiing
v_hRuHqoXEvsI,0.0,0.99,0.5867278,0.17591828107833862,Playing badminton
v_ujltXvkQK_g,0.0,0.99,0.010611297,0.00038469196,Cricket
v_PMdba6f_cho,0.36,0.55,0.552174,0.21379150450229645,Waterskiing
v_kuv1yEeNQzQ,0.0,0.99,0.00957527,0.00038464562,Cricket
v_SL7iKDqir6g,0.0,0.99,0.60753846,0.2507295608520508,Preparing pasta
v_vXcfhKnUjRc,0.0,0.99,0.48808593,0.019625291228294373,Zumba
v_F7u4kpwhs5g,0.0,0.99,0.2195753,0.1300298,High jump
v_z-iuSgXKUcw,0.2,0.86,0.6060872,0.5938993692398071,Playing violin
v_i5-OVkjT0nM,0.0,0.99,0.071158,0.00916502,Making a lemonade
v_SL7iKDqir6g,0.0,0.99,0.59429854,0.2507295608520508,Preparing pasta
v_C03QJbrKzaw,0.0,0.99,0.5337501,0.10408090800046921,Mowing the lawn
v_PJgB6h-fImY,0.0,0.99,0.59938926,0.12161637842655182,Mowing the lawn
v_gd7SO0TQ-sY,0.61,0.76,0.5832107,0.39286869764328003,Rafting
v_ED7SKNfAKyI,0.19,0.97,0.55727845,0.27505606412887573,Playing badminton
v_Auy0KGsXAIg,0.0,0.99,0.50471336,0.01962389424443245,Mowing the lawn
v_SL7iKDqir6g,0.0,0.99,0.14900821,0.007892436,Preparing pasta
v_8wB0BOjuyes,0.0,0.99,0.010846127,0.000395386,Using the monkey bar
v_A7ER02-zr54,0.0,0.99,0.009858766,0.00038460098,Using the monkey bar
v_CTWo9EfQ4Hc,0.0,0.99,0.30030775,0.24818431,High jump
v__ZiTTLhXjZQ,0.09,0.98,0.56718737,0.4991201162338257,Cricket
v_dJknA-jTNGc,0.05,0.49,0.5646556,0.8306601047515869,Rafting
v_dnJLvsqqSgQ,0.0,0.99,0.5684463,0.06352513283491135,Playing polo
v_6J0IdWi4O0Q,0.0,0.99,0.17185615,0.048098538,Croquet
v_D-wP7_1A_Kw,0.0,0.99,0.07251446,0.009109058,Cricket
v_PEpfA3L4m20,0.0,0.99,0.49014443,0.019622115418314934,Blowing leaves
v_lFlQ_xWVt8M,0.01,0.49,0.012330577,0.00052367453,Preparing salad
v__ZiTTLhXjZQ,0.0,0.99,0.58450836,0.4991201162338257,Cricket
v_idTzZaMtGy8,0.0,0.99,0.3101487,0.161376,Cricket
v_6J0IdWi4O0Q,0.56,0.79,0.5237937,0.2600780129432678,Croquet
v_ItukN-TWrJM,0.49,0.76,0.60108846,0.14667142927646637,Preparing pasta
v_Qci4EFEIZuo,0.05,0.98,0.5733966,0.18445059657096863,Croquet
v_SqIVJrXxO3g,0.0,0.99,0.14915566,0.034635976,Rafting
v_y2jDV7tFUXg,0.09,0.91,0.56550413,0.6744785308837891,Rafting
v_QMm6gYzsMw8,0.0,0.99,0.5598168,0.33385223150253296,Zumba
v_LIJBolW8k5o,0.0,0.99,0.01605564,0.0006084569,Rafting
v_i0Z8I2WCLNk,0.0,0.99,0.50950307,0.019622676074504852,Blowing leaves
v_nQQ-tcG6wBA,0.24,0.79,0.53983843,0.31793326139450073,Playing badminton
v_sy-xNiKnfBU,0.22,0.97,0.5787543,0.74728924036026,Waterskiing
v_00KMCm2oGhk,0.93,0.95,0.55207294,0.3515952229499817,Using the monkey bar
v_BrgYIg6UXhU,0.0,0.99,0.53562254,0.09182586520910263,Mowing the lawn
v_mzbhfWgJ2sU,0.0,0.99,0.07605124,0.004419989,Cleaning shoes
v_fvroOk6TpKk,0.0,0.99,0.5963469,0.10869542509317398,High jump
v_gzVpwbiB9fE,0.23,0.9,0.6046127,0.19219458103179932,Croquet
v_hRuHqoXEvsI,0.0,0.99,0.10047334,0.013741684,Playing badminton
v_naCGjbEz1T8,0.12,0.81,0.5537541,0.3615565896034241,Having an ice cream
v_z-iuSgXKUcw,0.0,0.99,0.58401483,0.5938993692398071,Playing violin
v_lPCl1ZYH2xI,0.17,0.96,0.5655366,0.4261328876018524,Mowing the lawn
v_RTM6iJxc-G0,0.15,0.74,0.5642943,0.1409701704978943,Croquet
v_Yi3xUQcaOnE,0.09,0.98,0.58087766,0.42492401599884033,Rafting
v_BSKolF3MMe4,0.29,0.97,0.58175683,0.30373862385749817,Mowing the lawn
v_v621l04N1QQ,0.0,0.99,0.5771252,0.1600520759820938,Rafting
v_wtoKUYBw9f4,0.0,0.99,0.439612,0.28979632,High jump
v_F7u4kpwhs5g,0.0,0.99,0.5671448,0.38038650155067444,High jump
v_MOvLBw1EzmI,0.05,0.97,0.57884014,0.4983847141265869,Mowing the lawn
v_MMVfzKCnpnI,0.0,0.99,0.17349212,0.06119843,Using the monkey bar
v_Z47QGlaQ1NE,0.24,0.49,0.577449,0.821453869342804,High jump
v_QMm6gYzsMw8,0.09,0.96,0.5729683,0.33385223150253296,Zumba
v_gd7SO0TQ-sY,0.0,0.99,0.53348356,0.39286869764328003,Rafting
v_x2xC5lm0cZw,0.0,0.99,0.0229619,0.0007506218,Mowing the lawn
v_naCGjbEz1T8,0.0,0.99,0.60019976,0.38128307461738586,Having an ice cream
v_dJknA-jTNGc,0.05,0.69,0.63240147,0.8372235298156738,Rafting
v_PEpfA3L4m20,0.0,0.99,0.51642275,0.019622115418314934,Blowing leaves
v_Mpph0kFsyZ0,0.0,0.99,0.17679094,0.030190008,Cricket
v_8wB0BOjuyes,0.0,0.99,0.01103777,0.00040598228,Using the monkey bar
v_ED7SKNfAKyI,0.34,0.97,0.5336209,0.27505606412887573,Playing badminton
v_mzbhfWgJ2sU,0.0,0.99,0.59986854,0.12677985429763794,Cleaning shoes
v_MMVfzKCnpnI,0.0,0.99,0.14763439,0.056693316,Using the monkey bar
v_cIRMaWUTHuk,0.0,0.99,0.56494826,0.15690338611602783,Preparing pasta
v_nQQ-tcG6wBA,0.05,0.97,0.5510789,0.31956055760383606,Playing badminton
v_whJ6ESGNoyY,0.15,0.66,0.63128495,0.26421990990638733,Walking the dog
v_whJ6ESGNoyY,0.07,0.66,0.050097357,0.0065448666,Walking the dog
v_O_e0pqEMZMw,0.0,0.99,0.009510368,0.00038460855,Walking the dog
v_KbbEbeCJTJg,0.07,0.95,0.008286023,0.0003846643,Cricket
v_UHNUmpx0nww,0.0,0.99,0.03761329,0.0024230562,High jump
v_fd7VuzALBCM,0.05,0.84,0.57149947,0.5800392627716064,Mowing the lawn
v_xKLnBh0zmL4,0.1,0.89,0.5427265,0.7652837634086609,Using parallel bars
v_wtoKUYBw9f4,0.0,0.99,0.60752094,0.7186675071716309,High jump
v_QCeGGnd4QB0,0.09,0.95,0.5530947,0.6369070410728455,Playing badminton
v_z-iuSgXKUcw,0.05,0.9,0.5681857,0.5938993692398071,Playing violin
v_IZx-EMbylmM,0.0,0.99,0.028564943,0.0016998718,Drinking coffee
v_dJknA-jTNGc,0.05,0.69,0.52834946,0.8372235298156738,Rafting
v_xKLnBh0zmL4,0.05,0.93,0.56504637,0.7652837634086609,Using parallel bars
v_AGjhryYGVs4,0.05,0.97,0.5824319,0.9208453893661499,Rafting
v_bnQVFmXUx_U,0.0,0.99,0.020016132,0.0007256748,Preparing pasta
v_lPCl1ZYH2xI,0.36,0.93,0.5358277,0.4261328876018524,Mowing the lawn
v_N-LaOcSqZaM,0.24,0.96,0.5979101,0.37211665511131287,Cricket
v_RIr3Y2XS5NA,0.05,0.85,0.559242,0.755225419998169,Rafting
v_RIr3Y2XS5NA,0.0,0.99,0.62354004,0.7838572263717651,Rafting
v_wtoKUYBw9f4,0.09,0.86,0.5928116,0.7186675071716309,High jump
v_y2jDV7tFUXg,0.09,0.91,0.57401407,0.6744785308837891,Rafting
v_KbbEbeCJTJg,0.0,0.99,0.0098462235,0.0003846643,Cricket
v_Yi3xUQcaOnE,0.0,0.99,0.64791965,0.42492401599884033,Rafting
v_dJknA-jTNGc,0.0,0.99,0.4423466,0.66052026,Rafting
v_Mpph0kFsyZ0,0.0,0.99,0.2029854,0.04017724,Cricket
v_gd7SO0TQ-sY,0.0,0.99,0.5479642,0.39286869764328003,Rafting
v_zwFxq1MnaO0,0.05,0.86,0.55598766,0.6423729658126831,Zumba
v_wtoKUYBw9f4,0.15,0.84,0.5504626,0.6380401253700256,High jump
v_EXUKhI7WTqo,0.0,0.99,0.04663098,0.003050686,Playing polo
v_xunKd050v7U,0.0,0.99,0.5138086,0.01962164416909218,Walking the dog
v_ED7SKNfAKyI,0.19,0.97,0.5816527,0.27505606412887573,Playing badminton
v_ED7SKNfAKyI,0.19,0.97,0.59547377,0.27505606412887573,Playing badminton
v_Eu3QFCldg0s,0.0,0.99,0.5392593,0.019623499363660812,Walking the dog
v_ED7SKNfAKyI,0.34,0.97,0.5816527,0.27505606412887573,Playing badminton
v_UHNUmpx0nww,0.0,0.99,0.59850544,0.06832566112279892,High jump
v_wtoKUYBw9f4,0.15,0.84,0.6292273,0.6380401253700256,High jump
v_dJknA-jTNGc,0.05,0.49,0.5778039,0.8306601047515869,Rafting
v_gd7SO0TQ-sY,0.09,0.85,0.5479642,0.39286869764328003,Rafting
v_Mpph0kFsyZ0,0.0,0.99,0.17598005,0.03533886,Cricket
v_lPCl1ZYH2xI,0.36,0.93,0.53168476,0.4261328876018524,Mowing the lawn
v_re4vD9S8ThA,0.0,0.99,0.13846864,0.043894507,Using the monkey bar
v_wtoKUYBw9f4,0.09,0.87,0.5504626,0.7186675071716309,High jump
v_naCGjbEz1T8,0.0,0.99,0.57601297,0.38128307461738586,Having an ice cream
v_2wcD0wSzB5w,0.01,0.99,0.024907382,0.00074686814,Using the monkey bar
v_mjKcoY18QG0,0.0,0.99,0.07821158,0.011968559,Tai chi
v_00KMCm2oGhk,0.0,0.99,0.63235384,0.3515952229499817,Using the monkey bar
v_Mpph0kFsyZ0,0.15,0.78,0.09222854,0.045935214,Cricket
v_QMm6gYzsMw8,0.0,0.99,0.15275267,0.09109555,Zumba
v_8wB0BOjuyes,0.0,0.99,0.538296,0.020149001851677895,Using the monkey bar
v_zuBJzdDI9MY,0.0,0.99,0.54935527,0.07187715172767639,Drinking coffee
v_ED7SKNfAKyI,0.0,0.99,0.16088481,0.046456702,Playing badminton
v_C03QJbrKzaw,0.0,0.99,0.51218283,0.10408090800046921,Mowing the lawn
v_QCeGGnd4QB0,0.1,0.95,0.54261076,0.6369070410728455,Playing badminton
v_dJknA-jTNGc,0.05,0.9,0.5600948,0.8372235298156738,Rafting
v_RTM6iJxc-G0,0.15,0.74,0.58316576,0.1409701704978943,Croquet
v_LIJBolW8k5o,0.0,0.99,0.016681483,0.000767576,Rafting
v__ZiTTLhXjZQ,0.0,0.99,0.27692574,0.18479642,Cricket
v_ItukN-TWrJM,0.49,0.76,0.5466875,0.14667142927646637,Preparing pasta
v_tjEMbP2SODQ,0.0,0.99,0.04217071,0.002155142,Playing badminton
v_ItukN-TWrJM,0.49,0.76,0.55954516,0.14667142927646637,Preparing pasta
v_dJknA-jTNGc,0.05,0.97,0.52834946,0.8372235298156738,Rafting
v_N-LaOcSqZaM,0.0,0.99,0.5585692,0.37211665511131287,Cricket
v_CQocaUwWcQI,0.0,0.99,0.59967005,0.1975947618484497,High jump
v_mjKcoY18QG0,0.0,0.99,0.58305466,0.19660168886184692,Tai chi
v_2wcD0wSzB5w,0.01,0.98,0.024885098,0.0013383691,Using the monkey bar
v_6J0IdWi4O0Q,0.0,0.99,0.14502484,0.03683022,Croquet
v_RIr3Y2XS5NA,0.0,0.99,0.54707325,0.7838572263717651,Rafting
v_zwFxq1MnaO0,0.05,0.93,0.6277404,0.6423729658126831,Zumba
v_cIRMaWUTHuk,0.12,0.9,0.57181513,0.15690338611602783,Preparing pasta
v_Yi3xUQcaOnE,0.03,0.98,0.55864465,0.42492401599884033,Rafting
v_ItukN-TWrJM,0.0,0.99,0.09400199,0.012982397,Preparing pasta
v_K2Pws9z20Do,0.05,0.73,0.6209904,0.2388271540403366,Breakdancing
v_QMm6gYzsMw8,0.24,0.95,0.5579308,0.33385223150253296,Zumba
v_ED7SKNfAKyI,0.0,0.99,0.5438687,0.27505606412887573,Playing badminton
v_HuUIIKA3o_A,0.0,0.99,0.5280969,0.026685724034905434,Mowing the lawn
v_Qci4EFEIZuo,0.0,0.99,0.08422393,0.017753959,Croquet
v_lPCl1ZYH2xI,0.17,0.96,0.56070846,0.4261328876018524,Mowing the lawn
v_idTzZaMtGy8,0.25,0.51,0.51574886,0.5177844762802124,Cricket
v_ItukN-TWrJM,0.15,0.56,0.014237398,0.003378535,Preparing pasta
v_re4vD9S8ThA,0.05,0.97,0.5400945,0.26144230365753174,Using the monkey bar
v_JhihdPxI_Xc,0.0,0.99,0.060935292,0.008488973,Using the monkey bar
v_dJknA-jTNGc,0.05,0.69,0.66171557,0.8372235298156738,Rafting
v_BrgYIg6UXhU,0.0,0.99,0.050845724,0.006012809,Mowing the lawn
v_hRuHqoXEvsI,0.23,0.73,0.5685448,0.1563349962234497,Playing badminton
v_idTzZaMtGy8,0.25,0.51,0.6125011,0.5177844762802124,Cricket
v_MXDeLfF5rok,0.0,0.99,0.6727463,0.25870785117149353,Rafting
v_CSruNOwxCRY,0.11,0.97,0.5577781,0.2518177032470703,Croquet
v_whJ6ESGNoyY,0.15,0.66,0.5560015,0.26421990990638733,Walking the dog
v_re4vD9S8ThA,0.05,0.15,0.56155723,0.22144955396652222,Using the monkey bar
v_CSruNOwxCRY,0.0,0.99,0.1621675,0.059145007,Croquet
v_EXUKhI7WTqo,0.01,0.98,0.02647822,0.0020518876,Playing polo
v_Zc8zn0sKfwo,0.0,0.99,0.18218544,0.05714804,Preparing pasta
v_gd7SO0TQ-sY,0.61,0.76,0.5738084,0.39286869764328003,Rafting
v_dJknA-jTNGc,0.22,0.49,0.5646556,0.8306601047515869,Rafting
v_CRDBKk44RWg,0.1,0.97,0.5785773,0.29273542761802673,Playing beach volleyball
v_lFlQ_xWVt8M,0.02,0.95,0.012160313,0.0004011197,Preparing salad
v_IMto8gJvRek,0.0,0.99,0.60782385,0.048274584114551544,Drinking coffee
v_gd7SO0TQ-sY,0.0,0.99,0.5884367,0.39286869764328003,Rafting
v_AGjhryYGVs4,0.0,0.99,0.5029374,0.802456,Rafting
v_cGoj8xGxrG0,0.0,0.99,0.0104523655,0.0003847799,Croquet
v_Zr8cz8QrBp4,0.0,0.99,0.4746798,0.019622372463345528,Croquet
v_QCeGGnd4QB0,0.0,0.99,0.542601,0.6369070410728455,Playing badminton
v_Yd3G3732WbI,0.0,0.99,0.009915769,0.00038463404,Wrapping presents
v_KbbEbeCJTJg,0.0,0.99,0.51910716,0.02344336546957493,Cricket
v_IZx-EMbylmM,0.0,0.99,0.025689678,0.0023402595,Drinking coffee
v_Z47QGlaQ1NE,0.0,0.99,0.50932944,0.66596454,High jump
v_Zc8zn0sKfwo,0.15,0.93,0.6029066,0.2739618122577667,Preparing pasta
v_dJknA-jTNGc,0.05,0.49,0.6169398,0.8306601047515869,Rafting
v_gzVpwbiB9fE,0.0,0.99,0.55998015,0.19219458103179932,Croquet
v_EYIYohKR0Qo,0.0,0.99,0.6324655,0.11195772141218185,Playing badminton
v_dnJLvsqqSgQ,0.0,0.99,0.026854783,0.0010764074,Playing polo
v_v621l04N1QQ,0.0,0.99,0.5478366,0.1600520759820938,Rafting
v_y2jDV7tFUXg,0.15,0.38,0.53304446,0.6744785308837891,Rafting
v_Mpph0kFsyZ0,0.0,0.99,0.16902652,0.03187599,Cricket
v_sy-xNiKnfBU,0.69,0.97,0.56851035,0.74728924036026,Waterskiing
v_O1z0Q-3OUg0,0.0,0.99,0.0101197045,0.0003848463,Preparing pasta
v_dnJLvsqqSgQ,0.0,0.99,0.57595015,0.06352513283491135,Playing polo
v_naCGjbEz1T8,0.09,0.98,0.5463257,0.38128307461738586,Having an ice cream
v_6J0IdWi4O0Q,0.0,0.99,0.5576205,0.2600780129432678,Croquet
v_AGjhryYGVs4,0.05,0.97,0.5875682,0.9208453893661499,Rafting
v_naCGjbEz1T8,0.0,0.99,0.24670622,0.13785541,Having an ice cream
v_RIr3Y2XS5NA,0.05,0.87,0.5879807,0.7838572263717651,Rafting
v_Mpph0kFsyZ0,0.36,0.38,0.50361496,0.24653808772563934,Cricket
v_IZx-EMbylmM,0.0,0.99,0.5310393,0.04837622866034508,Drinking coffee
v_iHO42zwYsu0,0.0,0.99,0.53646994,0.02664714865386486,Blowing leaves
v_4x0LdQRN248,0.0,0.99,0.48463863,0.01962277665734291,Fixing the roof
v_re4vD9S8ThA,0.05,0.15,0.5406426,0.22144955396652222,Using the monkey bar
v_AGjhryYGVs4,0.0,0.99,0.56258655,0.9208453893661499,Rafting
v_mzbhfWgJ2sU,0.0,0.99,0.078136146,0.002535178,Cleaning shoes
v_CQocaUwWcQI,0.4,0.65,0.5391992,0.1975947618484497,High jump
v_ROMy00dG8Ds,0.0,0.99,0.54987866,0.051630906760692596,Walking the dog
v_fvroOk6TpKk,0.0,0.99,0.035862193,0.002886905,High jump
v_C03QJbrKzaw,0.0,0.99,0.056795806,0.0034371556,Mowing the lawn
v_dnJLvsqqSgQ,0.01,0.98,0.01200806,0.00046410304,Playing polo
v_re4vD9S8ThA,0.0,0.99,0.14120355,0.04472998,Using the monkey bar
v_z-iuSgXKUcw,0.0,0.99,0.36459005,0.13360372,Playing violin
v_Auy0KGsXAIg,0.0,0.99,0.009157122,0.00038465907,Mowing the lawn
v_ROMy00dG8Ds,0.0,0.99,0.026125334,0.0010132386,Walking the dog
v_lFlQ_xWVt8M,0.0,0.99,0.41488338,0.026714494451880455,Preparing salad
v_hRuHqoXEvsI,0.0,0.99,0.09912478,0.0134833185,Playing badminton
v_i0Z8I2WCLNk,0.0,0.99,0.5216846,0.019622676074504852,Blowing leaves
v_re4vD9S8ThA,0.05,0.15,0.59221125,0.22144955396652222,Using the monkey bar
v_MMVfzKCnpnI,0.05,0.97,0.63972574,0.271197646856308,Using the monkey bar
v_wtoKUYBw9f4,0.09,0.86,0.54017377,0.7186675071716309,High jump
v_2wcD0wSzB5w,0.0,0.99,0.5277502,0.09375220537185669,Using the monkey bar
v_lFlQ_xWVt8M,0.71,0.99,0.008132809,0.0003846702,Preparing salad
v_uuFJdgTT5kE,0.0,0.99,0.60011816,0.13397839665412903,Using the monkey bar
v_nQQ-tcG6wBA,0.24,0.79,0.6386661,0.31793326139450073,Playing badminton
v_EXUKhI7WTqo,0.0,0.99,0.57701075,0.08026067912578583,Playing polo
v_6J0IdWi4O0Q,0.0,0.99,0.16586223,0.037940674,Croquet
v_PJgB6h-fImY,0.0,0.99,0.56206256,0.12161637842655182,Mowing the lawn
v_nQQ-tcG6wBA,0.0,0.99,0.6386661,0.31956055760383606,Playing badminton
v_IMto8gJvRek,0.0,0.99,0.6186212,0.048274584114551544,Drinking coffee
v_WN5EWPfDbog,0.0,0.99,0.05361148,0.00813375,Cricket
v_lFlQ_xWVt8M,0.0,0.99,0.014127007,0.0005242289,Preparing salad
v_re4vD9S8ThA,0.0,0.99,0.14002174,0.042394735,Using the monkey bar
v_MXDeLfF5rok,0.05,0.75,0.6727463,0.22048944234848022,Rafting
v_xKLnBh0zmL4,0.0,0.99,0.43242082,0.56268793,Using parallel bars
v_SqIVJrXxO3g,0.0,0.99,0.15687278,0.05857713,Rafting
v_Qci4EFEIZuo,0.0,0.99,0.08592154,0.025102545,Croquet
v_PEpfA3L4m20,0.0,0.99,0.009612206,0.00038480866,Blowing leaves
v_IZx-EMbylmM,0.0,0.99,0.52746224,0.04837622866034508,Drinking coffee
v_Z47QGlaQ1NE,0.11,0.97,0.6016112,0.821453869342804,High jump
v_y2jDV7tFUXg,0.09,0.97,0.57401407,0.6744785308837891,Rafting
v_K2Pws9z20Do,0.05,0.91,0.58478075,0.2388271540403366,Breakdancing
v_9gU5be5YCVw,0.05,0.84,0.5271245,0.6810128688812256,Using parallel bars
v_idTzZaMtGy8,0.25,0.51,0.59550697,0.5177844762802124,Cricket
v_CTWo9EfQ4Hc,0.0,0.99,0.5490437,0.5315513014793396,High jump
v_Mpph0kFsyZ0,0.0,0.99,0.5588748,0.31437528133392334,Cricket
v_RTM6iJxc-G0,0.0,0.99,0.082208976,0.0037631872,Croquet
v__ZiTTLhXjZQ,0.0,0.99,0.5800789,0.4991201162338257,Cricket
v_idTzZaMtGy8,0.0,0.99,0.5353204,0.5177844762802124,Cricket
v_Zr8cz8QrBp4,0.0,0.99,0.542378,0.019622372463345528,Croquet
v_vXcfhKnUjRc,0.0,0.99,0.009954963,0.00038505212,Zumba
